,tx_hash,index,type,raw_amount,dollar_value,token_contract_address,token_name,token_dollar_value,from,to,sender,timestamp
0,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,0,Transfer,807452531860501402532,,0xb0699d63aef20df3f1cffa9ca2bb8670416271d2,None,None,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,0xe1ebdf64f7f3a31723e767a561345f958233bb7d,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
1,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,0,Transfer,400000000000000000,1241.7200195312500001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0xe1ebdf64f7f3a31723e767a561345f958233bb7d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
2,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,0,Burn,400000000000000000,1241.7200195312500001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,None,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
3,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,0,Transfer,400000000000000000,1241.3440429687500001,None,Ethereum,3103.360107421875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
4,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,0,Transfer,400000000000000000,1241.3440429687500001,None,Ethereum,3103.360107421875,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
5,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,2,Transfer,849211506914041613620,,0xb0699d63aef20df3f1cffa9ca2bb8670416271d2,None,None,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,0xe1ebdf64f7f3a31723e767a561345f958233bb7d,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
6,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,2,Transfer,400000000000000000,1241.7200195312500001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0xe1ebdf64f7f3a31723e767a561345f958233bb7d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
7,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,2,Burn,400000000000000000,1241.7200195312500001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,None,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
8,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,2,Transfer,400000000000000000,1241.3440429687500001,None,Ethereum,3103.360107421875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
9,0x1ee8d8e23e4a026ce8afbf2dc79c196c6b1d43d5e9f8ebb80b968a367ed5e581,2,Transfer,400000000000000000,1241.3440429687500001,None,Ethereum,3103.360107421875,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,0x36a2ffb33c1b427c46c3d30adac3ca4e8ed36179,1710162059
14,0xee8fd2c76181afa14ca0da158e0a01bba2d3df8e62c5da122ac1d77912aab66e,0,Transfer,8628057236838641858,26784.078501610053188,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,1710162323
15,0xee8fd2c76181afa14ca0da158e0a01bba2d3df8e62c5da122ac1d77912aab66e,0,Transfer,35000470928,35000.470928,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,1710162323
16,0xee8fd2c76181afa14ca0da158e0a01bba2d3df8e62c5da122ac1d77912aab66e,0,Transfer,962028380714292460540,62445.2657152178756435,0x0b7f0e51cd1739d6c96982d55ad8fa634dd43a9c,Dream Machine Token,64.91000366210938,0xe3170d65018882a336743a9c396c52ea4b9c5563,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,1710162323
17,0xee8fd2c76181afa14ca0da158e0a01bba2d3df8e62c5da122ac1d77912aab66e,0,Transfer,8628057236838641858,26784.078501610053188,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xe3170d65018882a336743a9c396c52ea4b9c5563,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,1710162323
18,0xee8fd2c76181afa14ca0da158e0a01bba2d3df8e62c5da122ac1d77912aab66e,2,Transfer,8628057236838641858,26784.078501610053188,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,1710162323
19,0xee8fd2c76181afa14ca0da158e0a01bba2d3df8e62c5da122ac1d77912aab66e,2,Transfer,35000470928,35000.470928,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,1710162323
20,0xee8fd2c76181afa14ca0da158e0a01bba2d3df8e62c5da122ac1d77912aab66e,2,Transfer,957524069008544824766,62152.8908259025144799,0x0b7f0e51cd1739d6c96982d55ad8fa634dd43a9c,Dream Machine Token,64.91000366210938,0xe3170d65018882a336743a9c396c52ea4b9c5563,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,1710162323
21,0xee8fd2c76181afa14ca0da158e0a01bba2d3df8e62c5da122ac1d77912aab66e,2,Transfer,8628057236838641858,26784.078501610053188,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xe3170d65018882a336743a9c396c52ea4b9c5563,0xbbf46514de004992d8dcbcec19f02f2e772ab51d,1710162323
26,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,0,Mint,200000000000000000,620.86000976562500003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
27,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,0,Transfer,200000000000000000,620.86000976562500003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x315dcf704ce9b07631a0d5c6ca06f3ce692ca5c5,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
28,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,0,Transfer,210323224669082081620159,,0x1db61c337e5216941f53e6a0e41eed9640aec8bb,None,None,0x315dcf704ce9b07631a0d5c6ca06f3ce692ca5c5,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
29,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,0,Transfer,200000000000000000,620.67202148437500003,None,Ethereum,3103.360107421875,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
30,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,0,Transfer,200000000000000000,620.67202148437500003,None,Ethereum,3103.360107421875,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
31,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,1,Mint,200000000000000000,620.86000976562500003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
32,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,1,Transfer,200000000000000000,620.86000976562500003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x315dcf704ce9b07631a0d5c6ca06f3ce692ca5c5,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
33,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,1,Transfer,145062083370942671340571,,0x1db61c337e5216941f53e6a0e41eed9640aec8bb,None,None,0x315dcf704ce9b07631a0d5c6ca06f3ce692ca5c5,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
34,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,1,Transfer,200000000000000000,620.67202148437500003,None,Ethereum,3103.360107421875,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
35,0x77929a2b313bd1f5b15c9dbc61cc598d21e6f3594b308b15189a379f5264cb4f,1,Transfer,200000000000000000,620.67202148437500003,None,Ethereum,3103.360107421875,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfb93f5128dae38523b8beea93a0f89c32b3f4932,1710162371
36,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,0,Mint,3000000000000000000,9312.900146484375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
37,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,0,Transfer,3000000000000000000,9312.900146484375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xe342253d5a0c1ac9da0203b0256e33c5cfe084f0,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
38,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,0,Transfer,662750435205344629894851169,4930.86323150621122417463905,0xd807f7e2818db8eda0d28b5be74866338eaedb86,Jim,0.000007439999990310753,0xe342253d5a0c1ac9da0203b0256e33c5cfe084f0,0x76ec733f445358232ea24aaf03d4536057439bfc,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
39,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,0,Transfer,3000000000000000000,9310.080322265625,None,Ethereum,3103.360107421875,0x76ec733f445358232ea24aaf03d4536057439bfc,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
40,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,0,Transfer,3000000000000000000,9310.080322265625,None,Ethereum,3103.360107421875,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
41,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,2,Mint,3000000000000000000,9312.900146484375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
42,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,2,Transfer,3000000000000000000,9312.900146484375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xe342253d5a0c1ac9da0203b0256e33c5cfe084f0,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
43,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,2,Transfer,659453207862797867549195584,4906.33186010961096323706139,0xd807f7e2818db8eda0d28b5be74866338eaedb86,Jim,0.000007439999990310753,0xe342253d5a0c1ac9da0203b0256e33c5cfe084f0,0x76ec733f445358232ea24aaf03d4536057439bfc,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
44,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,2,Transfer,3000000000000000000,9310.080322265625,None,Ethereum,3103.360107421875,0x76ec733f445358232ea24aaf03d4536057439bfc,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
45,0x08e622acdf6b27fe26f24e33815bb1a0789158f2d326104f0e2b529e2f33e02f,2,Transfer,3000000000000000000,9310.080322265625,None,Ethereum,3103.360107421875,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x76ec733f445358232ea24aaf03d4536057439bfc,1710162383
46,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,0,Transfer,3951926516895469854,12267.965679363769025,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0xed4a344f5f1c293881fc65ab37d0d07eba130e11,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
47,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,0,Transfer,22930623511917913834759,4626.4366760177995837359,0x8c282c35b5e1088bb208991c151182a782637699,Monai,0.2017579972743988,0x1518c211f611114decd1842894e08b803afcd27b,0xed4a344f5f1c293881fc65ab37d0d07eba130e11,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
48,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,0,Burn,3951926516895469854,12267.965679363769025,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,None,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
49,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,0,Transfer,3951926516895469854,12264.251099996081633,None,Ethereum,3103.360107421875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
50,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,0,Transfer,3951926516895469854,12264.251099996081633,None,Ethereum,3103.360107421875,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
51,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,1,Transfer,3858664313519433662,11978.451816869721351,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0xed4a344f5f1c293881fc65ab37d0d07eba130e11,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
52,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,1,Transfer,22930623511917913834759,4626.4366760177995837359,0x8c282c35b5e1088bb208991c151182a782637699,Monai,0.2017579972743988,0x1518c211f611114decd1842894e08b803afcd27b,0xed4a344f5f1c293881fc65ab37d0d07eba130e11,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
53,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,1,Burn,3858664313519433662,11978.451816869721351,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,None,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
54,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,1,Transfer,3858664313519433662,11974.824898508625203,None,Ethereum,3103.360107421875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
55,0x4f9b4cddc272c3803df798041fff63ae7e439982810f7d1d40f288a4218f45b6,1,Transfer,3858664313519433662,11974.824898508625203,None,Ethereum,3103.360107421875,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x1518c211f611114decd1842894e08b803afcd27b,0x1518c211f611114decd1842894e08b803afcd27b,1710162383
56,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,0,Mint,2200000000000000000,6829.460107421875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
57,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,0,Transfer,2200000000000000000,6829.460107421875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x7bc703a48c90da793f57b55808ae14cdd75458d6,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
58,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,0,Transfer,253702036857238273019840,95.701485982145427747675,0x50b0696468f42cab1ddc76413a1312aff3cabdf6,ClosedAI,0.0003772200143430382,0x7bc703a48c90da793f57b55808ae14cdd75458d6,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
59,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,0,Transfer,2200000000000000000,6827.392236328125,None,Ethereum,3103.360107421875,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
60,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,0,Transfer,2200000000000000000,6827.392236328125,None,Ethereum,3103.360107421875,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
61,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,2,Mint,2200000000000000000,6829.460107421875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,None,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
62,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,2,Transfer,2200000000000000000,6829.460107421875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x7bc703a48c90da793f57b55808ae14cdd75458d6,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
63,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,2,Transfer,252255267872204059208581,95.1557357648597587929438,0x50b0696468f42cab1ddc76413a1312aff3cabdf6,ClosedAI,0.0003772200143430382,0x7bc703a48c90da793f57b55808ae14cdd75458d6,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
64,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,2,Transfer,2200000000000000000,6827.392236328125,None,Ethereum,3103.360107421875,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
65,0x1bcc89149f51daa2d79355a340d576af22555be34567e66a48b926a27ba54877,2,Transfer,2200000000000000000,6827.392236328125,None,Ethereum,3103.360107421875,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc4ba8f21c0dd755cfeff899c4f791c634ca5c6db,1710162587
66,0x3fbadfd097e3edf52396ca21392bbd34a2ad3aaba5297bb09f05df9af140ee20,0,Mint,990000000000000000,3073.25704833984375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,None,0x2ec705d306b51e486b1bc0d6ebee708e0661add1,0x577ff90b598941db6c75413a0f980ca5cde42a76,1710162587
67,0x3fbadfd097e3edf52396ca21392bbd34a2ad3aaba5297bb09f05df9af140ee20,0,Transfer,990000000000000000,3073.25704833984375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x2ec705d306b51e486b1bc0d6ebee708e0661add1,0x7bc703a48c90da793f57b55808ae14cdd75458d6,0x577ff90b598941db6c75413a0f980ca5cde42a76,1710162587
68,0x3fbadfd097e3edf52396ca21392bbd34a2ad3aaba5297bb09f05df9af140ee20,0,Transfer,114682821493117775548973,43.260655568533977004921,0x50b0696468f42cab1ddc76413a1312aff3cabdf6,ClosedAI,0.0003772200143430382,0x7bc703a48c90da793f57b55808ae14cdd75458d6,0x577ff90b598941db6c75413a0f980ca5cde42a76,0x577ff90b598941db6c75413a0f980ca5cde42a76,1710162587
69,0x3fbadfd097e3edf52396ca21392bbd34a2ad3aaba5297bb09f05df9af140ee20,0,Transfer,1000000000000000000,3103.360107421875,None,Ethereum,3103.360107421875,0x577ff90b598941db6c75413a0f980ca5cde42a76,0x2ec705d306b51e486b1bc0d6ebee708e0661add1,0x577ff90b598941db6c75413a0f980ca5cde42a76,1710162587
70,0x3fbadfd097e3edf52396ca21392bbd34a2ad3aaba5297bb09f05df9af140ee20,0,Transfer,990000000000000000,3072.32650634765625,None,Ethereum,3103.360107421875,0x2ec705d306b51e486b1bc0d6ebee708e0661add1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x577ff90b598941db6c75413a0f980ca5cde42a76,1710162587
71,0x3fbadfd097e3edf52396ca21392bbd34a2ad3aaba5297bb09f05df9af140ee20,0,Transfer,10000000000000000,31.033601074218749999,None,Ethereum,3103.360107421875,0x2ec705d306b51e486b1bc0d6ebee708e0661add1,0x79ce7b3d3e36fdb203d84a37b505995ceb5f573a,0x577ff90b598941db6c75413a0f980ca5cde42a76,1710162587
72,0x3fbadfd097e3edf52396ca21392bbd34a2ad3aaba5297bb09f05df9af140ee20,3,Mint,990000000000000000,3073.25704833984375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,None,0x2ec705d306b51e486b1bc0d6ebee708e0661add1,0x577ff90b598941db6c75413a0f980ca5cde42a76,1710162587
73,0x3fbadfd097e3edf52396ca21392bbd34a2ad3aaba5297bb09f05df9af140ee20,3,Transfer,990000000000000000,3073.25704833984375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,3104.300048828125,0x2ec705d306b51e486b1bc0d6ebee708e0661add1,0x7bc703a48c90da793f57b55808ae14cdd75458d6,0x577ff90b598941db6c75413a0f980ca5cde42a76,1710162587
